naam,latitude,longitude,provincie,honden_toegestaan,stroom,waterfront,aantal_plekken,prijs,website,telefoon,openingstijden,afbeelding
Klein-Leliendale,51.5202023,3.5991302,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://klein-leliendale.com/?page_id=12,+31 118 612 405,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
de Braamhof,51.4868306,3.557508,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.braamhofje.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Hoeve Zorglust,51.4909203,3.566447,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,,+31 6 15270889,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Knorrenburg,51.5437584,3.4844983,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.inhetgroen.nl/bedrijf/206/Knorrenburg,+31 118 581 968,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Nieuw Duinoord,53.1318237,4.8412063,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.nieuwduinoord.nl,+31 6 82589410,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Aan Noordzee,52.7982308,4.6961946,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.aannoordzee.nl/,+31 224 563 109,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Hal,53.0536619,4.8173404,North Holland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.dehal.nl/,+31 6 50255055,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Het Vossenhol,52.2885015,5.6416867,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.hetvossenhol.nl/,+31 341 552 101,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
't Weeltje,51.7091918,4.6902444,South Holland,Onbekend,Nee,Nee,18,Onbekend,https://camping.weeltje.nl/,+31 6 44204902,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
In de Rimboe,52.2920603,5.6513373,Gelderland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://inderimboe.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Hof van Axel,51.2541395,3.9317815,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://hofvanaxel.nl/mini-boerderij-camping/,+31 6 27593083,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de Vliert,52.0477985,5.1882285,Utrecht,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.campingdevliert.nl/,+31 6 41518581,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Catharina Maria Hof,51.5709452,3.6780396,Zeeland,Onbekend,Nee,Nee,25,Onbekend,,+31 6 13547778,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Vredenhoef,51.5895801,3.6694773,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://vredenhoef.nl/kamperen/,+31 113 404 108,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Orisant,51.6033245,3.8319303,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.orisant.nl,+31 113 695 449,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Zeeuws Knoopje,51.5507085,3.5086666,Zeeland,Onbekend,Nee,Nee,20,Onbekend,https://www.campingzeeuwsknoopje.nl/kamperen/,+31 118 582 704,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Aagtekerke,51.548834,3.49935,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.zuivelhoeveaagtekerke.nl/mini-camping,+31 118 582 247,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
de Westhoek,51.5377716,3.4918178,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://campingdewesthoek.nl/,+31 6 13724819,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Ponyhof,51.5367521,3.4892068,Zeeland,Onbekend,Nee,Nee,5,Onbekend,https://ponyhof.nl/camping/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
't Kalverweitje,51.537085,3.4879601,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.inhetgroen.nl/bedrijf/210/t-Kalverweitje,+31 118 582 030,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Walnoot,51.5394976,3.4858277,Zeeland,Onbekend,Nee,Nee,15,Onbekend,https://www.campingdewalnoot.nl/nl/kamperen,+31 6 30036742,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Sint Jan,51.5385502,3.4846983,Zeeland,Onbekend,Nee,Nee,15,Onbekend,https://www.campingsintjan.nl/nl/camping,+31 6 47919044,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Boogert,51.9319325,4.9658911,Utrecht,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingboogert.nl/,+31 183 352 270,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Hofstede Molenzicht,51.5726437,3.6115379,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campinghofstedemolenzicht.nl,+31 118 591 248,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Vakantiepark Schouwen,51.7286108,3.7616329,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.vakantieparkschouwen.nl/camping,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Vrolijke Molen,51.7280891,3.8287263,Zeeland,Onbekend,Nee,Nee,Onbekend,34.50 EUR,https://www.devrolijkemolen.nl/k,+31 6 21470084,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Hakehoeve,51.7180002,3.8069487,Zeeland,Onbekend,Nee,Nee,17,Onbekend,https://www.campinghakehoeve.nl,+31 111 462 490,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Hoge Heul,51.71453,3.8827108,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.campinghogeheul.nl/,+31 111 691 274,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camperplaats De Zwaan,52.3797357,5.7532109,Gelderland,Onbekend,Ja,Nee,60,16 EUR,https://www.camperplaatsdezwaan.com,+31 341 258 242,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Kreitsberg,51.7114616,5.6792441,North Brabant,Onbekend,Ja,Nee,25,Onbekend,https://www.dekreitsberg.nl/,+31 486 454 045,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
In de Boogerd,51.7055766,3.7281039,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.indeboogerd.nl/nl/camping,+31 111 653 672,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Toekomst,51.7224393,3.7617021,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://campingdetoekomst.nl/,+31 111 461 286,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Klaverblad,51.5332561,3.5992317,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.minicampingklaverblad.nl/,+31 118 613 438,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Wel = Gelegen,51.5461909,3.6391218,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,,+31 118 501 312,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Crea-Trends,51.3236174,3.4048362,Zeeland,Onbekend,Nee,Nee,15,Onbekend,https://www.crea-trends.nl/camping/camperplaats/sluis/zeeland/,+31 117 420 142,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Minicamping de Wielewaal,51.4343838,4.9463408,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.minicampingdewielewaal.nl/,+31 6 21910883,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Groene Geer,51.899543,5.0295505,South Holland,Onbekend,Nee,Nee,5,Onbekend,https://degroenegeer.nl/kamperen/,+31 183 353 276,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Oase,51.7259679,3.774586,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://siblu.nl/camping/nederland/zeeland/de-oase,+31 111 461 358,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Everstein,51.9879048,5.1305733,Utrecht,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingeverstein.nl/,+31 347 351 785,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Moleneind,51.8312223,5.5366455,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.minicampingmoleneind.nl/,+31 487 562 397,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Het Groene Eiland,51.8350262,5.5508279,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.groeneeiland.nl/,+31 487 562 130,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Het Megensche Veerhuis,51.8296378,5.5667808,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.megenscheveerhuis.nl/,+31 6 55336925,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
An't Boeyesgat,51.3284764,3.7771491,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,,+31 115 441 312,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
de Veenstede,53.0240266,6.8393927,Groningen,Onbekend,Nee,Nee,Onbekend,Onbekend,https://deveenstede.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Gouberville,52.9786333,6.5181911,Drenthe,Onbekend,Nee,Nee,Onbekend,Onbekend,https://minicampingdegouberville.nl,+31 592 353 028,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Bembom Hoeve,52.6174776,6.5670154,Overijssel,Onbekend,Nee,Ja,15,23 EUR,https://bembomhoeve.nl/camperplaats-slagharen-kamperen-vechtdal/,+31 523 300 431,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Zeeuws Genieten,51.4157929,4.0818655,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://zeeuwsgenieten.com/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Jachtlust,52.2366537,4.4996126,South Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.jachtlust-bollenstreek.nl/,+31 252 215 920,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Tuinenburg,51.3223921,3.9506822,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://campingtuinenburg.nl/,+31 6 51801668,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Caravanpark De Akker,52.504909,4.7942978,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.deakker.eu,+31 75 628 3002,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Naamloze Locatie,52.5047514,4.7950936,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Naamloze Locatie,52.5037861,4.7948886,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Sport Camping,52.3824901,4.7831451,North Holland,Onbekend,Ja,Nee,Onbekend,Betaald,https://www.desportcamping.nl/nl/,+31 6 24615582,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Zonnehove,52.8251473,4.8743418,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingzonnehove.nl/,+31 6 49253928,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Catharina Hoeve,52.8898368,5.0470125,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,,+31 227 511 404,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de vishoek,52.711168,4.8759301,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://campingdevishoek.nl/,+31 72 571 1503,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping De Pauwen,52.8429728,4.857999,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,,+31 224 221 770,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Capfun de Sprookjescamping,52.5481513,6.5684514,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,https://sprookjescamping.nl/,+31 523 261 369,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping 't Veld,52.5489268,6.5694729,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingtveld.nl/,+31 523 262 286,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping '73,52.7474243,4.8969832,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://camping73.nl,+31 226 411 475,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de Mienthorst,52.765097,4.8844835,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://campingdemienthorst.nl/,+31 224 541 211,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping De Iepenhoeve,52.8540771,4.7630606,North Holland,Onbekend,Nee,Nee,25,Onbekend,https://www.camping-iepenhoeve.nl/,+31 6 18752724,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Rozentuin,52.8624077,4.7146774,North Holland,Onbekend,Nee,Nee,8,Onbekend,https://www.derozentuin.nl/,+31 224 582 233,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Witte Villa,52.881726,4.7242878,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.dewittevilla.nl/index.php/kamperen-nl,+31 6 42828480,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Midicamping van der Burgh,51.8560082,4.0945122,South Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.midicamping.nl/,+31 181 404 179,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Grietjeshoeve,53.1092224,4.8808736,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.grietjeshoeve.com/,+31 6 41434315,Apr 1 - Oct 30,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Padang,53.1022883,4.8234578,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingpadang.nl/,+31 6 27155743,Jun 15 - Oct 31,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Boerderijcamping Texel De Wamberg,53.1216898,4.8517675,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,,+31 6 33649145,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Volharding,53.1231984,4.8584079,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingdevolharding.nl/kamperen/,+31 6 13719222,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Swarthoeve,52.489885,4.8332372,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://swarthoeve.nl/,+31 6 13104699,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Hoeve Margriet,53.0746408,4.854078,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.hoevemargriet.nl/,+31 6 36097150,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Tijd,53.0957116,4.8558078,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,,+31 6 53182084,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Noorderschorren,53.0967923,4.8518509,North Holland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.noorderschorren.nl/,+31 6 37223656,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Keijser,53.0702916,4.8054256,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.texelseasperge.nl/boerencamping/,+31 222 312 658,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de Waal,53.0712763,4.8276274,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.jvanderhaas.nl/camping,+31 222 316 732,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Vrije Vogel,53.0545421,4.839992,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.vrijevogeltexel.nl/,+31 222 314 509,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Ab-Ovo,53.0421787,4.8417063,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,,+31 222 310 273,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Lindehoeve,53.052027,4.7643549,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.delindehoeve.com/,+31 222 312 978,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Hoge Kamp,53.0378896,4.7876584,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingdehogekamp.nl,+31 222 310 513,Apr 1-Oct 31,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Hemmerkooi,53.043397,4.7673002,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.svrcampinghemmerkooi.nl,+31 222 313 745,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Krim,53.1539951,4.8601546,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.krim.nl/camping-de-krim,+31 222 390 112,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Schijvenaer,51.5006588,4.5686613,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.deschijvenaer.nl,+31 6 15951581,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Kreekoever,51.6237344,3.9872479,Zeeland,Onbekend,Nee,Nee,Onbekend,Betaald,https://www.dekreekoever.nl,+31 111 641 454,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Doornenbal,52.188103,5.0199167,Utrecht,Onbekend,Nee,Nee,Onbekend,Betaald,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Lepelaar,51.9135943,4.1800497,South Holland,Ja,Ja,Nee,42,Betaald,https://www.ncc.nl/terreinen/brielle-de-lepelaar/,+31 181 417 338,Apr-Oct,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping De Vreemde Eend,52.9236615,7.1267583,Groningen,Onbekend,Nee,Nee,Onbekend,Onbekend,https://campingdevreemdeeend.nl/,+31 6 29770548,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Eldorado,52.7190658,4.671929,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.campingeldorado.nl,+31 72 509 1839,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Halfweg,51.9296974,6.4025278,Gelderland,Onbekend,Nee,Nee,15,Onbekend,http://www.halfweg.net/,+31 6 51127805;+31 6 85341889,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Koelert,52.2145206,6.564008,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingkoelert.nl,,Apr 1 - Oct 30,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
't Hulpgat,51.7842554,4.9389192,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.hulpgat.nl,+31 6 53301912,Apr 15 - Sep 30,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De HartenWeide,51.9250801,5.2872348,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.hartenweide.nl/,+31 6 12907324,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Eendenkooi,51.8397869,5.2441428,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://campingdeeendenkooi.nl/,+31 6 20268488,Apr 1 - Oct 1,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping 't Boerenerf,52.0808475,5.3845724,Utrecht,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingboerenerf.nl/,+31 33 286 1424,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
An de bèke,52.1620845,6.0349762,Gelderland,Onbekend,Ja,Ja,25,19 EUR,https://camperplaatsandebeke.jouwweb.nl/,,24/7,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
